Student ID,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
4380,19,23,45,9,10,10,92,36,86,79,B
4381,39,34,17,9,8,9,89,37,52,63,C
4382,41,42,16,8,10,10,88,42,45,64,C
4383,7,48,32,9,10,9,76,41,54,68,C
4384,6,46,47,10,8,8,79,45,68,79,B
4385,43,10,16,10,8,9,83,32,85,74,B
4386,26,15,40,10,8,10,89,35,96,83,A
4387,6,28,50,9,8,9,87,39,91,84,A
4388,48,34,23,9,8,8,78,41,86,84,A
4389,22,44,17,10,8,9,92,35,60,65,C
4390,22,49,15,8,8,9,98,36,40,56,D
4391,4,48,37,10,10,10,83,44,82,85,A
4392,41,42,49,9,8,10,93,45,57,73,B
4393,31,41,41,10,9,9,91,42,90,87,A+
4394,41,25,19,10,8,8,89,35,65,67,C
4395,34,19,49,8,10,9,90,42,97,90,A+
4396,8,18,40,8,8,8,75,31,92,77,B
4397,23,36,16,10,8,8,77,32,45,54,D
4398,10,13,46,9,10,10,86,33,88,77,B
4399,11,49,32,10,10,8,85,41,85,83,A
4400,16,11,31,9,9,8,88,27,92,73,B
4401,9,10,22,9,8,8,95,21,44,43,F
4402,4,34,4,8,10,9,78,24,98,73,B
4403,49,17,23,8,9,9,81,37,92,83,A
4404,43,8,25,9,9,9,92,36,46,59,D
4405,30,10,46,8,10,8,91,39,70,74,B
4406,34,6,8,8,9,8,86,25,76,63,C
4407,40,41,14,9,10,8,76,41,85,83,A
4408,38,41,47,9,9,9,89,44,50,69,C
4409,21,5,34,8,8,9,81,30,90,75,B
4410,7,30,26,8,10,9,75,31,49,55,D
4411,30,22,13,8,9,9,84,29,98,78,B
4412,39,11,37,10,9,9,88,39,70,74,B
4413,21,43,2,8,8,10,82,34,48,58,D
4414,43,21,41,9,8,9,100,42,86,85,A
4415,24,29,24,9,10,10,93,30,73,66,C
4416,35,32,12,8,8,9,78,35,93,81,A
4417,28,24,36,8,10,10,84,34,88,78,B
4418,45,24,15,8,8,8,98,35,91,80,B
4419,4,40,41,9,8,9,97,41,73,77,B
4420,24,43,5,10,10,10,95,36,71,71,B
4421,34,36,32,8,9,9,99,36,71,71,B
4422,18,37,47,9,8,9,77,42,86,85,A
4423,19,35,8,9,9,8,78,30,76,68,C
4424,30,42,8,8,8,10,77,37,99,86,A+
4425,7,13,24,9,10,8,76,23,49,47,F
4426,49,39,5,10,10,8,82,44,49,68,C
4427,42,13,16,9,10,8,81,32,62,63,C
4428,13,24,16,8,9,10,86,25,74,62,C
4429,10,31,50,9,9,8,85,41,65,73,B
4430,39,19,37,9,9,10,75,39,66,72,B
4431,4,10,44,8,8,10,96,30,70,65,C
4432,3,4,44,10,9,10,88,28,60,58,D
4433,47,25,34,10,9,10,94,42,80,82,A
4434,44,21,29,10,8,8,77,37,55,64,C
4435,16,14,46,8,8,10,94,33,65,65,C
4436,42,16,35,8,9,8,76,39,59,68,C
4437,21,32,36,10,10,9,89,36,70,71,B
4438,19,12,13,9,9,8,94,21,63,52,D
4439,27,46,49,8,8,8,82,46,43,67,C
4440,41,26,31,8,8,8,93,36,60,66,C
4441,33,18,9,10,9,10,76,30,73,66,C
4442,13,10,20,10,9,8,85,22,92,68,C
4443,38,9,12,10,8,10,94,29,78,68,C
4444,26,40,20,9,8,8,100,34,71,69,C
4445,34,25,30,9,9,10,81,34,60,64,C
4446,20,45,17,10,8,10,79,35,84,77,B
4447,42,47,44,9,8,9,97,45,79,84,A
4448,11,32,14,8,8,9,87,26,69,60,D
4449,2,44,46,10,9,9,78,45,65,77,B
4450,46,23,26,8,10,9,81,37,68,71,B
4451,20,43,34,8,9,10,87,39,70,74,B
4452,24,4,49,10,8,9,84,38,99,87,A+
4453,13,33,39,9,10,8,97,37,95,84,A
4454,46,47,10,8,9,10,92,46,52,72,B
4455,16,28,24,8,8,9,78,29,78,68,C
4456,1,43,30,10,10,10,77,39,49,63,C
4457,14,11,14,9,8,9,87,19,81,59,D
4458,37,11,29,10,8,9,93,35,95,82,A
4459,20,23,17,9,9,8,99,25,91,70,C
4460,20,35,42,10,8,8,83,39,78,78,B
4461,42,9,29,10,8,10,99,37,87,80,B
4462,5,18,39,9,8,10,90,31,40,51,D
4463,45,22,40,9,8,8,92,42,43,63,C
4464,37,17,40,8,9,8,75,39,61,69,C
4465,32,9,28,9,10,8,90,33,97,81,A
4466,48,19,3,10,9,9,76,36,72,72,B
4467,2,37,5,10,10,9,91,26,49,50,D
4468,48,41,49,10,9,10,90,48,92,94,S
4469,29,19,3,9,8,9,78,27,89,71,B
4470,28,11,48,8,10,10,100,39,61,69,C
4471,2,16,48,10,8,9,87,34,75,71,B
4472,44,12,36,10,9,9,96,41,65,73,B
4473,37,2,27,9,10,10,97,35,56,63,C
4474,25,20,49,8,8,10,99,38,100,88,A+
4475,5,38,25,10,9,8,97,34,96,82,A
4476,14,23,31,8,9,8,87,29,70,64,C
4477,42,5,19,8,9,10,75,33,77,71,B
4478,24,48,50,9,8,8,89,47,54,74,B
4479,33,25,5,10,9,10,78,32,100,82,A
4480,46,29,40,10,10,10,84,44,48,68,C
4481,13,35,41,9,10,10,94,40,42,61,C
4482,27,32,16,10,10,9,78,33,51,58,D
4483,14,44,18,9,8,9,76,33,58,62,C
4484,1,24,30,8,9,10,90,30,92,76,B
4485,45,1,48,9,9,8,91,45,51,70,C
4486,24,31,33,8,8,9,75,33,96,81,A
4487,20,47,8,10,10,9,78,36,47,59,D
4488,26,5,36,9,8,10,97,33,58,62,C
4489,24,26,3,10,10,9,94,29,41,49,F
4490,48,1,5,8,8,9,76,29,90,74,B
4491,13,41,12,9,8,9,97,30,78,69,C
4492,33,12,15,10,8,9,82,28,69,62,C
4493,25,36,13,10,8,9,88,33,46,56,D
4494,32,50,39,10,9,8,83,44,97,92,S
4495,48,47,20,9,10,10,84,47,61,77,B
4496,44,37,26,10,8,8,81,41,73,77,B
4497,5,15,29,9,10,9,96,26,76,64,C
4498,5,22,7,9,8,10,99,20,74,57,D
4499,24,48,8,8,9,10,80,37,86,80,B
4500,1,45,18,8,10,10,99,34,51,59,D
4501,6,7,48,10,9,8,92,31,89,75,B
4502,46,33,33,8,9,8,91,39,65,71,B
4503,25,19,44,8,9,9,89,36,71,71,B
4504,36,14,50,10,10,8,76,43,70,78,B
4505,2,20,43,10,10,9,92,34,71,69,C
4506,44,21,13,9,9,9,82,35,89,79,B
4507,26,1,25,9,8,10,97,29,59,58,D
4508,20,32,15,8,8,9,90,29,94,76,B
4509,18,13,47,8,9,9,75,34,84,76,B
4510,34,2,30,8,8,8,78,33,65,65,C
4511,23,38,13,8,10,9,86,33,49,57,D
4512,20,16,14,9,8,8,76,22,94,69,C
4513,33,47,40,8,8,9,83,43,99,92,S
4514,47,10,33,9,10,9,89,41,59,70,C
4515,39,19,13,10,9,8,86,32,93,78,B
4516,7,26,25,10,8,8,75,29,63,60,D
4517,23,14,9,10,10,10,96,24,84,66,C
4518,21,22,14,9,8,8,81,25,42,46,F
4519,6,33,6,9,8,10,94,24,62,55,D
4520,36,8,19,9,10,10,100,31,49,55,D
4521,39,11,26,10,10,10,100,36,78,75,B
4522,33,1,34,10,8,10,100,36,41,56,D
4523,50,29,45,10,10,10,100,48,66,81,A
4524,14,42,18,9,8,8,91,32,81,72,B
4525,2,15,10,8,10,9,85,19,56,47,F
4526,15,21,30,8,9,8,77,28,92,74,B
4527,44,13,43,9,8,9,90,43,88,87,A+
4528,40,36,15,9,10,9,86,39,48,63,C
4529,19,1,7,8,8,10,85,19,70,54,D
4530,43,41,35,9,9,9,87,42,88,86,A+
4531,10,40,24,8,10,9,77,34,50,59,D
4532,45,35,43,9,10,9,81,44,59,73,B
4533,33,24,4,9,10,9,77,32,46,55,D
4534,26,30,27,9,8,10,75,31,42,52,D
4535,15,37,30,9,8,10,79,35,43,56,D
4536,21,28,39,8,9,10,79,35,75,72,B
4537,16,28,28,10,10,8,94,31,80,71,B
4538,42,2,23,10,8,8,90,34,98,83,A
4539,23,31,31,9,9,10,83,34,61,64,C
4540,9,36,12,9,9,10,92,28,52,54,D
4541,42,35,41,9,8,8,97,41,56,69,C
4542,3,32,34,8,9,8,98,34,56,62,C
4543,14,13,27,8,8,8,97,24,66,57,D
4544,16,20,11,10,8,8,96,23,46,46,F
4545,11,47,44,8,8,9,86,44,48,68,C
4546,47,18,49,8,10,9,96,47,68,81,A
4547,12,36,45,9,9,10,77,41,53,67,C
4548,24,42,13,10,10,8,88,35,92,81,A
4549,21,22,32,9,10,9,94,30,73,66,C
4550,47,32,33,8,8,9,95,40,62,71,B
4551,20,24,9,9,10,8,75,26,47,49,F
4552,41,28,18,9,10,9,97,36,58,65,C
4553,36,18,12,10,10,8,96,30,89,74,B
4554,27,46,49,8,10,10,100,47,54,74,B
4555,41,30,10,9,8,10,75,37,65,69,C
4556,13,42,41,9,8,10,92,42,88,86,A+
4557,33,8,26,8,10,8,80,32,66,65,C
4558,20,50,46,9,9,10,97,47,78,86,A+
4559,41,38,22,10,9,9,85,40,61,70,C
4560,44,23,31,9,9,9,94,39,69,73,B
4561,21,8,10,9,10,9,79,21,97,69,C
4562,41,1,37,10,9,8,89,40,49,64,C
4563,18,20,32,10,10,10,77,30,63,61,C
4564,33,41,43,9,8,8,96,41,49,65,C
4565,50,37,26,9,9,9,77,43,91,88,A+
4566,33,35,23,10,9,8,99,36,97,84,A
4567,38,47,47,10,9,10,100,47,98,96,S
4568,40,15,20,10,9,9,91,33,96,81,A
4569,23,1,26,10,9,8,75,28,47,51,D
4570,30,33,13,10,8,10,95,34,66,67,C
4571,34,27,25,10,9,8,98,33,51,58,D
4572,19,48,15,9,10,9,75,36,67,69,C
4573,17,36,41,9,9,10,87,40,58,69,C
4574,42,24,9,8,9,8,100,34,49,58,D
4575,6,11,27,9,10,8,92,24,83,65,C
4576,26,14,15,9,8,10,90,25,83,66,C
4577,33,50,43,10,10,9,83,46,94,93,S
4578,48,24,2,9,9,9,80,37,89,81,A
4579,19,26,21,9,10,8,85,27,51,52,D
4580,36,29,3,8,10,10,97,35,89,79,B
4581,3,5,4,8,9,8,81,11,48,35,F
4582,45,33,21,10,8,10,75,40,81,80,B
4583,46,25,49,10,10,10,91,48,43,69,C
4584,30,28,3,8,8,9,76,31,54,58,D
4585,19,21,1,9,9,9,76,25,83,66,C
4586,8,12,25,10,10,10,90,24,90,69,C
4587,4,29,42,9,8,9,91,37,54,64,C
4588,18,8,36,10,8,10,95,30,53,56,D
4589,8,39,25,10,9,8,96,34,46,57,D
4590,9,39,12,9,10,8,83,29,80,69,C
4591,4,22,25,10,10,10,77,28,78,67,C
4592,41,1,11,10,8,9,100,29,58,58,D
4593,17,22,16,8,8,10,75,24,44,46,F
4594,11,2,43,8,10,10,75,30,59,59,D
4595,4,47,41,8,10,8,85,43,44,65,C
4596,25,46,44,9,9,10,85,45,59,74,B
4597,46,34,24,9,8,10,91,41,71,76,B
4598,9,41,8,9,8,10,82,29,53,55,D
4599,26,39,26,9,10,8,75,35,85,77,B
4600,8,31,19,10,8,10,95,29,80,69,C
4601,48,4,13,8,8,10,84,33,48,57,D
4602,14,40,3,10,8,10,89,30,66,63,C
4603,13,35,35,8,8,8,84,36,43,57,D
4604,21,12,3,8,10,9,81,22,80,62,C
4605,50,14,48,9,9,10,77,48,65,80,B
4606,5,13,9,9,9,9,76,17,43,38,F
4607,38,40,35,8,8,10,86,39,42,60,D
4608,20,9,28,8,9,8,98,27,81,67,C
4609,11,47,29,10,9,10,98,40,97,88,A+
4610,31,42,42,8,10,9,90,42,66,75,B
4611,8,36,24,10,10,10,88,34,73,70,C
4612,8,6,37,9,10,9,82,27,93,73,B
4613,2,45,27,10,8,10,85,38,64,70,C
4614,15,13,3,10,9,8,83,20,53,46,F
4615,10,4,16,9,9,10,91,19,92,65,C
4616,11,46,37,8,8,8,96,41,66,74,B
4617,41,48,14,10,10,10,82,45,89,89,A+
4618,47,27,13,10,9,10,93,39,45,61,C
4619,18,11,47,8,8,9,88,34,88,78,B
4620,38,33,32,8,8,9,95,36,74,73,B
4621,6,31,21,8,10,10,78,30,100,80,B
4622,50,31,19,8,9,10,77,41,74,78,B
4623,19,3,4,9,10,8,100,18,40,38,F
4624,40,24,24,8,8,9,95,33,47,56,D
4625,2,33,7,10,10,8,94,25,60,55,D
4626,1,3,26,10,10,9,88,21,92,67,C
4627,4,30,48,9,8,8,78,39,55,66,C
4628,21,49,10,10,10,8,96,37,56,65,C
4629,25,16,23,8,8,10,94,27,53,53,D
4630,16,36,46,10,9,10,94,42,80,82,A
4631,17,20,1,9,8,9,81,23,75,60,D
4632,7,38,37,10,9,8,77,39,98,88,A+
4633,19,44,9,8,8,8,76,33,52,59,D
4634,28,21,43,9,10,9,91,37,90,82,A
4635,46,3,28,8,10,9,95,38,70,73,B
4636,41,2,41,10,9,9,100,42,78,81,A
4637,9,39,21,10,9,9,82,33,85,75,B
4638,34,16,11,10,9,10,85,29,69,63,C
4639,1,49,4,8,10,8,85,29,83,70,C
4640,38,22,45,8,8,9,84,41,80,81,A
4641,6,47,41,8,8,8,98,43,46,66,C
4642,29,20,29,8,10,10,81,32,66,65,C
4643,34,34,2,10,8,10,97,36,83,77,B
4644,31,38,13,10,9,8,75,36,96,84,A
4645,37,4,23,10,9,9,97,33,84,75,B
4646,28,39,1,10,10,9,83,36,77,74,B
4647,37,6,8,10,9,9,82,27,70,62,C
4648,26,14,12,9,10,10,86,25,59,54,D
4649,42,13,1,8,9,8,76,30,42,51,D
4650,2,33,46,10,9,9,76,40,94,87,A+
4651,25,49,1,8,8,9,96,37,97,85,A
4652,49,32,8,8,10,10,94,41,69,75,B
4653,22,11,20,10,8,9,76,25,48,49,F
4654,2,44,40,8,9,9,83,42,69,76,B
4655,44,48,49,9,10,9,93,48,98,97,S
4656,44,6,7,9,8,10,81,29,64,61,C
4657,4,17,37,8,9,10,82,30,97,78,B
4658,26,22,16,10,8,8,80,27,82,68,C
4659,36,31,18,8,10,8,76,35,40,55,D
4660,15,6,34,8,9,8,98,27,79,66,C
4661,22,36,10,10,9,10,81,32,72,68,C
4662,39,12,21,10,9,10,91,33,75,70,C
4663,2,9,10,8,10,8,87,16,50,41,F
4664,26,25,48,10,8,8,93,38,93,84,A
4665,50,11,13,9,9,10,79,34,85,76,B
4666,24,26,33,10,9,10,92,33,86,76,B
4667,6,39,29,8,8,10,77,35,78,74,B
4668,31,33,32,8,10,9,76,35,76,73,B
4669,12,22,11,10,8,9,81,22,71,57,D
4670,22,28,37,10,8,8,88,34,75,71,B
4671,14,19,10,8,9,10,84,22,96,70,C
4672,35,38,1,10,8,9,92,38,74,75,B
4673,32,16,13,9,10,9,97,28,95,75,B
4674,29,1,47,9,10,9,78,39,47,62,C
4675,14,9,10,8,10,10,77,18,48,42,F
4676,48,11,39,10,10,9,76,44,79,83,A
4677,48,15,1,9,9,8,76,33,64,65,C
4678,14,3,15,10,8,10,81,20,86,63,C
4679,3,3,1,10,9,9,77,11,55,38,F
4680,50,26,20,9,9,9,98,39,52,65,C
4681,45,15,21,9,10,9,75,35,95,82,A
4682,49,38,35,9,9,9,98,43,91,88,A+
4683,19,8,44,10,9,10,91,34,94,81,A
4684,21,14,32,9,10,10,79,30,79,69,C
4685,3,10,30,10,10,8,93,25,84,67,C
4686,40,11,8,10,9,9,99,29,62,60,D
4687,46,2,13,9,8,9,100,32,73,68,C
4688,6,18,40,8,8,9,97,31,80,71,B
4689,42,8,35,9,8,8,91,39,40,59,D
4690,8,25,37,8,8,8,80,32,91,77,B
4691,38,20,18,8,9,9,95,31,85,73,B
4692,38,18,27,9,8,8,88,34,44,56,D
4693,3,16,22,9,10,8,97,24,98,73,B
4694,47,11,8,9,8,9,82,31,52,57,D
4695,19,42,37,9,9,9,99,40,67,73,B
4696,13,31,35,9,8,10,89,35,65,67,C
4697,29,47,12,10,9,9,75,39,60,69,C
4698,17,7,6,9,10,10,88,19,72,55,D
4699,20,41,36,10,10,10,88,40,94,87,A+
4700,2,6,23,10,9,9,90,20,86,63,C
4701,50,50,44,9,9,9,91,49,46,72,B
4702,30,33,15,10,8,10,84,34,65,66,C
4703,27,18,22,8,10,8,85,28,98,77,B
4704,10,9,30,10,10,9,79,25,80,65,C
4705,29,39,15,9,8,8,93,35,55,62,C
4706,47,6,19,9,8,8,80,34,69,68,C
4707,39,41,25,9,10,8,76,41,45,63,C
4708,2,10,11,9,10,8,78,17,83,58,D
4709,38,33,21,8,8,10,88,37,64,69,C
4710,27,5,37,8,8,9,90,33,98,82,A
4711,21,9,29,9,8,8,77,28,65,60,D
4712,34,7,14,9,10,10,84,28,75,65,C
4713,44,6,3,8,8,9,94,28,70,63,C
4714,28,41,18,8,9,10,95,36,65,68,C
4715,6,11,45,8,8,8,94,30,64,62,C
4716,13,42,5,9,9,9,90,31,61,61,C
4717,1,17,4,9,10,9,95,17,76,55,D
4718,35,30,36,8,8,10,80,37,87,80,B
4719,39,29,43,9,8,8,84,41,90,86,A+
4720,26,44,31,10,10,10,97,40,99,89,A+
4721,42,9,14,8,9,10,84,31,90,76,B
4722,4,32,37,10,9,10,78,37,65,69,C
4723,27,1,32,8,8,8,77,31,72,67,C
4724,39,9,46,8,10,9,86,43,56,71,B
4725,48,40,3,8,10,9,90,44,82,85,A
4726,31,35,4,9,9,9,100,35,86,78,B
4727,25,28,28,9,9,10,77,31,66,64,C
4728,19,49,22,10,8,9,87,37,71,72,B
4729,32,15,6,10,9,9,96,28,96,76,B
4730,26,46,13,8,8,10,100,37,66,70,C
4731,4,20,45,10,9,10,80,35,57,63,C
4732,46,17,30,9,10,10,93,40,100,90,A+
4733,44,9,18,10,9,8,89,33,53,59,D
4734,22,20,48,9,9,9,81,37,84,79,B
4735,29,49,27,10,10,9,88,40,52,66,C
4736,32,36,4,10,10,10,87,37,50,62,C
4737,38,34,37,10,10,8,77,39,66,72,B
4738,49,14,9,10,8,10,78,34,65,66,C
4739,24,35,12,8,9,10,96,32,88,76,B
4740,48,44,1,9,8,9,88,45,50,70,C
4741,38,10,14,8,10,10,91,30,67,63,C
4742,46,16,32,10,10,9,98,40,54,67,C
4743,27,1,11,9,8,8,85,23,45,45,F
4744,25,50,23,10,9,9,77,39,70,74,B
4745,26,31,24,8,9,10,76,31,53,57,D
4746,5,5,8,8,9,8,80,13,60,43,F
4747,19,29,3,9,8,9,100,27,53,53,D
4748,41,4,8,10,9,8,89,28,68,62,C
4749,4,29,44,8,10,10,79,38,73,74,B
4750,1,41,7,9,9,10,97,28,70,63,C
4751,32,35,22,9,10,9,100,36,90,81,A
4752,16,19,2,8,9,10,97,23,55,50,D
4753,45,39,8,8,8,8,92,41,86,84,A
4754,11,43,41,10,10,8,97,42,63,73,B
4755,18,27,15,10,10,8,86,27,74,64,C
4756,5,49,7,9,9,10,77,31,47,54,D
4757,49,36,24,10,9,9,88,43,84,85,A
4758,36,16,12,8,8,9,87,29,95,76,B
4759,37,15,50,8,8,10,97,43,59,72,B
4760,40,13,17,8,8,9,84,31,70,66,C
4761,25,1,43,9,9,10,84,36,61,66,C
4762,10,35,30,9,10,8,88,35,61,65,C
4763,23,31,17,10,9,10,75,31,69,65,C
4764,46,41,22,8,9,9,96,43,54,70,C
4765,29,26,40,10,10,8,88,36,67,69,C
4766,19,24,16,8,8,8,96,25,88,69,C
4767,25,22,40,9,9,8,81,34,90,79,B
4768,27,47,21,9,9,9,79,38,60,68,C
4769,28,25,17,10,9,8,81,30,64,62,C
4770,20,26,11,10,9,10,93,28,66,61,C
4771,31,25,40,8,8,8,78,36,76,74,B
4772,36,4,37,9,10,9,97,38,41,58,D
4773,41,22,9,10,10,10,91,35,80,75,B
4774,36,5,18,8,9,10,85,30,53,56,D
4775,26,7,43,8,8,10,91,36,62,67,C
4776,35,36,23,10,10,8,92,37,40,57,D
4777,41,42,48,8,10,9,79,45,91,90,A+
4778,19,27,49,9,8,10,97,39,77,77,B
4779,31,50,37,10,9,10,75,44,65,76,B
4780,49,28,19,9,9,10,83,40,100,90,A+
4781,33,13,36,9,10,10,85,37,62,68,C
4782,11,14,47,8,9,8,86,32,58,61,C
4783,42,35,21,10,9,9,85,40,57,68,C
4784,6,50,10,10,9,8,85,33,70,68,C
4785,19,23,21,9,9,8,95,26,40,46,F
4786,10,18,47,9,10,9,94,35,96,83,A
4787,39,19,40,10,9,8,99,40,97,88,A+
4788,42,19,36,9,8,9,91,39,74,76,B
4789,30,14,48,10,9,8,89,40,87,83,A
4790,19,14,33,10,9,8,96,29,78,68,C
4791,40,44,31,8,9,9,99,42,55,69,C
4792,26,25,45,8,9,8,93,36,88,80,B
4793,5,25,10,8,10,9,83,23,48,47,F
4794,7,26,44,8,9,8,79,36,79,75,B
4795,47,12,38,8,10,9,80,43,92,89,A+
4796,33,46,2,8,9,9,93,40,65,72,B
4797,19,20,33,8,10,9,90,30,68,64,C
4798,38,24,35,10,10,8,93,38,59,67,C
4799,46,43,23,9,10,9,77,44,92,90,A+
4800,18,18,9,10,9,10,98,24,45,46,F
4801,42,4,10,8,10,9,75,29,52,55,D
4802,48,45,26,9,8,9,76,45,46,68,C
4803,9,27,50,10,9,10,98,40,95,87,A+
4804,43,47,4,9,10,8,84,45,60,75,B
4805,33,8,45,8,9,8,89,39,56,67,C
4806,47,5,35,9,8,10,96,41,84,83,A
4807,27,48,34,9,10,10,79,42,97,90,A+
4808,48,33,31,10,8,10,81,41,96,89,A+
4809,10,41,2,9,10,8,89,29,50,54,D
4810,31,31,12,8,10,8,85,33,87,76,B
4811,25,24,24,9,10,8,95,28,49,52,D
4812,39,1,37,9,9,8,89,39,80,79,B
4813,21,44,16,10,9,8,95,35,90,80,B
4814,22,5,18,10,9,10,91,25,73,61,C
4815,26,27,16,10,10,8,93,30,97,78,B
4816,10,35,6,9,9,10,78,27,56,55,D
4817,24,4,15,9,10,10,91,25,86,68,C
4818,37,48,33,8,10,9,94,43,59,72,B
4819,24,44,12,10,10,10,77,37,54,64,C
4820,11,8,37,10,10,9,95,28,97,76,B
4821,25,48,43,9,9,9,98,45,91,90,A+
4822,32,24,21,10,10,9,94,32,58,61,C
4823,49,39,38,9,8,8,82,43,68,77,B
4824,19,11,46,10,10,8,85,35,50,60,D
4825,16,37,11,10,9,8,75,30,57,58,D
4826,18,4,26,8,9,10,88,26,57,54,D
4827,23,31,50,10,10,10,79,42,84,84,A
4828,3,4,38,8,10,9,81,25,55,52,D
4829,15,33,6,9,10,9,90,28,52,54,D
4830,50,33,3,10,10,8,94,42,80,82,A
4831,43,31,28,9,9,10,90,38,92,84,A
4832,23,36,42,8,8,8,75,39,60,69,C
4833,1,33,32,8,9,9,75,34,52,60,D
4834,29,49,34,8,9,9,79,41,88,85,A
4835,14,31,9,10,8,8,96,26,91,71,B
4836,31,45,25,8,9,10,94,39,55,66,C
4837,19,38,25,8,10,10,94,34,53,60,D
4838,47,36,14,8,9,8,89,41,79,80,B
4839,29,45,1,8,10,9,88,38,99,87,A+
4840,22,44,23,10,10,10,78,36,55,63,C
4841,39,15,14,9,10,8,85,30,59,59,D
4842,7,47,47,10,9,10,89,47,74,84,A
4843,18,5,5,9,8,10,93,18,64,50,D
4844,2,11,40,8,8,9,90,28,86,71,B
4845,39,8,39,10,9,10,98,40,42,61,C
4846,9,18,20,8,9,10,77,24,95,71,B
4847,38,10,16,8,8,8,82,29,52,55,D
4848,3,2,32,9,8,8,92,22,47,45,F
4849,24,36,47,8,9,8,87,41,78,80,B
4850,30,50,43,10,10,10,97,47,60,77,B
4851,34,14,45,10,8,8,93,40,73,76,B
4852,43,23,49,9,8,9,94,45,50,70,C
4853,11,39,31,8,10,8,95,36,53,62,C
4854,41,2,12,9,10,8,82,30,50,55,D
4855,33,33,38,9,10,9,93,37,82,78,B
4856,10,48,5,9,8,9,83,31,71,66,C
4857,8,50,27,9,10,10,82,40,94,87,A+
4858,43,37,40,9,8,9,77,41,76,79,B
4859,9,8,33,10,8,10,80,26,74,63,C
4860,41,37,34,9,10,10,82,40,49,64,C
4861,14,21,9,10,8,8,80,22,47,45,F
4862,16,10,13,8,8,10,85,20,98,69,C
4863,1,2,19,8,8,8,91,16,83,57,D
4864,8,15,26,10,8,8,95,25,87,68,C
4865,34,42,19,8,10,10,88,39,75,76,B
4866,34,22,46,10,10,9,87,41,93,87,A+
4867,47,47,18,9,10,9,76,46,82,87,A+
4868,50,26,38,10,9,8,77,44,45,66,C
4869,29,6,21,9,10,8,79,29,59,58,D
4870,11,29,47,9,10,8,79,39,60,69,C
4871,30,20,13,8,10,10,75,29,68,63,C
4872,29,49,34,8,10,8,97,41,97,89,A+
4873,30,22,18,8,8,9,89,29,62,60,D
4874,23,31,18,10,9,9,99,30,81,70,C
4875,50,44,50,8,10,9,98,49,64,81,A
4876,46,8,12,8,10,9,83,32,55,59,D
4877,49,12,45,10,9,8,98,46,89,90,A+
4878,1,35,5,8,9,9,99,24,96,72,B
4879,29,16,31,10,9,8,99,33,98,82,A
4880,40,18,50,9,8,10,80,45,83,86,A+
4881,17,46,43,10,9,9,77,44,69,78,B
4882,31,32,28,8,9,8,100,33,46,56,D
4883,34,16,17,9,10,10,76,30,85,72,B
4884,37,48,42,10,8,8,87,44,83,85,A
4885,45,49,23,8,10,10,95,46,100,96,S
4886,8,31,45,10,9,10,89,40,63,71,B
4887,1,18,40,8,8,10,98,31,49,55,D
4888,35,37,44,9,9,8,91,41,77,79,B
4889,2,15,12,8,8,10,79,19,83,60,D
4890,42,42,23,10,9,9,85,42,61,72,B
4891,11,44,23,9,10,10,78,36,43,57,D
4892,45,6,19,10,8,8,94,34,40,54,D
4893,11,21,40,10,8,10,95,33,49,57,D
4894,24,50,45,10,10,9,97,47,77,85,A
4895,1,11,39,9,8,9,77,28,99,77,B
4896,3,10,44,10,10,10,92,31,97,79,B
4897,10,13,46,10,8,9,90,32,89,76,B
4898,13,39,18,10,9,9,87,32,66,65,C
4899,14,7,37,10,10,8,83,29,44,51,D
4900,13,43,36,10,8,8,77,40,95,87,A+
4901,13,6,50,10,8,9,80,34,98,83,A
4902,46,29,43,8,9,10,91,44,68,78,B
4903,13,3,3,10,8,8,100,15,73,51,D
4904,13,27,38,8,10,10,75,35,86,78,B
4905,49,2,9,8,10,10,84,32,92,78,B
4906,44,25,12,10,10,10,85,37,54,64,C
4907,40,46,24,10,8,9,78,43,44,65,C
4908,31,12,32,10,8,9,94,34,77,72,B
4909,26,48,20,8,10,10,97,38,91,83,A
4910,36,25,50,9,10,10,90,44,53,70,C
4911,20,38,37,8,9,8,90,38,42,59,D
4912,22,43,25,10,8,8,90,35,60,65,C
4913,11,13,8,9,9,8,98,18,78,57,D
4914,27,13,22,8,9,10,97,28,42,49,F
4915,4,19,15,9,10,9,75,22,46,45,F
4916,3,17,47,10,9,10,95,35,46,58,D
4917,2,44,43,8,8,9,85,43,51,68,C
4918,23,16,42,8,10,9,86,35,66,68,C
4919,39,22,25,10,8,8,91,34,40,54,D
4920,17,13,8,9,9,10,94,21,61,51,D
4921,9,36,5,10,9,9,99,27,44,49,F
4922,21,15,29,8,8,8,83,28,66,61,C
4923,39,44,10,8,9,10,100,42,99,91,S
4924,3,44,22,10,9,8,78,35,62,66,C
4925,18,46,42,10,9,8,95,44,80,84,A
4926,14,13,35,9,9,9,96,28,89,72,B
4927,10,15,32,10,10,10,80,28,71,63,C
4928,11,30,30,10,10,9,88,33,41,53,D
4929,1,39,42,9,10,8,81,41,97,89,A+
4930,43,26,27,9,8,9,86,36,62,67,C
4931,34,22,21,9,10,8,79,31,60,61,C
4932,15,48,31,9,9,10,86,40,67,73,B
4933,18,41,47,10,10,8,89,44,65,76,B
4934,13,50,47,10,10,8,99,48,45,70,C
